HK,375cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
HL,400cm Cream Chain,"=IF(AND(OR('Job Sheet'!BF11=""Birch White"",'Job Sheet'!BF11=""Birch White Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
HM,50cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
HN,75cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
HO,100cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
HP,125cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
HQ,150cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
HR,175cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
HS,200cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
HT,225cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
HU,250cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
HV,275cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
HW,300cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
HX,325cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
HY,350cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
HZ,375cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
IA,400cm Grey Chain,"=IF(AND(OR('Job Sheet'!BF11=""Grey"",'Job Sheet'!BF11=""Grey Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
IB,50cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
IC,75cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
ID,100cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
IE,125cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
IF,150cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
IG,175cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
IH,200cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
II,225cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
IJ,250cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
IK,275cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
IL,300cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
IM,325cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
IN,350cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
IO,375cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
IP,400cm Beige Chain,"=IF(AND(OR('Job Sheet'!BF11=""Beige"",'Job Sheet'!BF11=""Beige Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
IQ,50cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""500mm"",'Assembly(b)'!D11=""500"")),1,"""")"
IR,75cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""750mm"",'Assembly(b)'!D11=""750"")),1,"""")"
IS,100cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""1000mm"",'Assembly(b)'!D11=""1000"")),1,"""")"
IT,125cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""1250mm"",'Assembly(b)'!D11=""1250"")),1,"""")"
IU,150cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""1500mm"",'Assembly(b)'!D11=""1500"")),1,"""")"
IV,175cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""1750mm"",'Assembly(b)'!D11=""1750"")),1,"""")"
IW,200cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""2000mm"",'Assembly(b)'!D11=""2000"")),1,"""")"
IX,225cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""2250mm"",'Assembly(b)'!D11=""2250"")),1,"""")"
IY,250cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""2500mm"",'Assembly(b)'!D11=""2500"")),1,"""")"
IZ,275cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""2750mm"",'Assembly(b)'!D11=""2750"")),1,"""")"
JA,300cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""3000mm"",'Assembly(b)'!D11=""3000"")),1,"""")"
JB,325cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""3250mm"",'Assembly(b)'!D11=""3250"")),1,"""")"
JC,350cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""3500mm"",'Assembly(b)'!D11=""3500"")),1,"""")"
JD,375cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""3750mm"",'Assembly(b)'!D11=""3750"")),1,"""")"
JE,400cm Stainless Steel Chain,"=IF(AND(OR('Job Sheet'!BF11=""Stainless Steel"",'Job Sheet'!BF11=""Stainless Steel Chain""),OR('Assembly(b)'!D11=""4000mm"",'Assembly(b)'!D11=""4000"")),1,"""")"
JF,43mm Heavy Duty Helper Springs LHS,"=IF(AND('Assembly(b)'!I11=""Yes - L"",(OR('Tube Cutting'!C11=""43mm"",'Tube Cutting'!C11=""43mm H/D""))),1,"""")"
JG,43mm Heavy Duty Helper Springs RHS,"=IF(AND('Assembly(b)'!I11=""Yes - R"",(OR('Tube Cutting'!C11=""43mm"",'Tube Cutting'!C11=""43mm H/D""))),1,"""")"
JH,60mm Heavy Duty Helper Springs LHS,"=IF(AND('Assembly(b)'!I11=""Yes - L"",'Tube Cutting'!C11=""60mm""),1,"""")"
JI,60mm Heavy Duty Helper Springs RHS,"=IF(AND('Assembly(b)'!I11=""Yes - R"",'Tube Cutting'!C11=""60mm""),1,"""")"
JJ,43mm Female Link White,"=IF(OR('Job Sheet'!BE11=""Black"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - Female"",'Assembly(b)'!J11=""Motor - Female with Insert"",'Assembly(b)'!J11=""Female - Motor"",'Assembly(b)'!J11=""Chain Winder - Female"",'Assembly(b)'!J11=""Chain Winder - Female with Insert"",'Assembly(b)'!J11=""Female - Chain Winder"",'Assembly(b)'!J11=""Male - Female"",'Assembly(b)'!J11=""Female - Male"",'Assembly(b)'!J11=""Male - Female with Insert""),1,""""))"
JK,43mm Female Link Black,"=IF(OR('Job Sheet'!BE11=""White"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - Female"",'Assembly(b)'!J11=""Motor - Female with Insert"",'Assembly(b)'!J11=""Female - Motor"",'Assembly(b)'!J11=""Chain Winder - Female"",'Assembly(b)'!J11=""Chain Winder - Female with Insert"",'Assembly(b)'!J11=""Female - Chain Winder"",'Assembly(b)'!J11=""Male - Female"",'Assembly(b)'!J11=""Female - Male"",'Assembly(b)'!J11=""Male - Female with Insert""),1,""""))"
JL,43mm Male Link White,"=IF(OR('Job Sheet'!BE11=""White"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - Male"",'Assembly(b)'!J11=""Male - Motor"",'Assembly(b)'!J11=""Chain Winder - Male"",'Assembly(b)'!J11=""Male - Chain Winder"",'Assembly(b)'!J11=""Male - Female"",'Assembly(b)'!J11=""Female - Male"",'Assembly(b)'!J11=""Male - Idle"",'Assembly(b)'!J11=""Idle - Male""),1,""""))"
JM,43mm Male Link Black,"=IF(OR('Job Sheet'!BE11=""White"",'Job Sheet'!BE11=""Birch White"",'Job Sheet'!BE11=""Grey"",'Job Sheet'!BE11=""Beige"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - Male"",'Assembly(b)'!J11=""Male - Motor"",'Assembly(b)'!J11=""Chain Winder - Male"",'Assembly(b)'!J11=""Male - Chain Winder"",'Assembly(b)'!J11=""Male - Female"",'Assembly(b)'!J11=""Female - Male"",'Assembly(b)'!J11=""Male - Idle"",'Assembly(b)'!J11=""Idle - Male""),1,""""))"
JN,60mm Female Link White,"=IF(OR('Job Sheet'!BE11=""Black"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - 60mm Female"",'Assembly(b)'!J11=""60mm Female - Motor"",'Assembly(b)'!J11=""Chain Winder - 60mm Female"",'Assembly(b)'!J11=""60mm Female - Chain Winder"",'Assembly(b)'!J11=""60mm Male - 60mm Female"",'Assembly(b)'!J11=""60mm Female - 60mm Male""),1,""""))"
JO,60mm Female Link Black,"=IF(OR('Job Sheet'!BE11=""White"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - 60mm Female"",'Assembly(b)'!J11=""60mm Female - Motor"",'Assembly(b)'!J11=""Chain Winder - 60mm Female"",'Assembly(b)'!J11=""60mm Female - Chain Winder"",'Assembly(b)'!J11=""60mm Male - 60mm Female"",'Assembly(b)'!J11=""60mm Female - 60mm Male""),1,""""))"
JP,60mm Male Link White,"=IF(OR('Job Sheet'!BE11=""Black"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - 60mm Male"",'Assembly(b)'!J11=""60mm Male - Motor"",'Assembly(b)'!J11=""Chain Winder - 60mm Male"",'Assembly(b)'!J11=""60mm Male - Chain Winder"",'Assembly(b)'!J11=""60mm Male - 60mm Female"",'Assembly(b)'!J11=""60mm Female - 60mm Male""),1,""""))"
JQ,60mm Male Link Black,"=IF(OR('Job Sheet'!BE11=""White"",'Assembly(b)'!J11=""N/A""),"""",IF(OR('Assembly(b)'!J11=""Motor - 60mm Male"",'Assembly(b)'!J11=""60mm Male - Motor"",'Assembly(b)'!J11=""Chain Winder - 60mm Male"",'Assembly(b)'!J11=""60mm Male - Chain Winder"",'Assembly(b)'!J11=""60mm Male - 60mm Female"",'Assembly(b)'!J11=""60mm Female - 60mm Male""),1,""""))"
JR,38mm Senior Spring,"=IF('Assembly(b)'!F11=""Standard Spring"",1,"""")"
JS,38mm Junior Spring,"=IF('Assembly(b)'!F11=""Small Spring"",1,"""")"
JT,15mm Spline,"=IF(D5="""","""",IF(OR(SUM(R5:V5)=0,'Tube Cutting'!E11=""Bottom Rail in Pocket""),"""",SUM(R5:V5)))"
JU,Metal Pull Ring Silver,"=IF('Job Sheet'!BE11=""Silver Pull Ring"",1,"""")"
JV,Metal Pull Ring Gold,"=IF('Job Sheet'!BE11=""Gold Pull Ring"",1,"""")"
JW,60mm Chain Winder White,"=IF(AND('Job Sheet'!BE11=""White"",'Assembly(b)'!E11=""60mm""),1,"""")"
JX,60mm Chain Winder Black,"=IF(AND('Job Sheet'!BE11=""Black"",'Assembly(b)'!E11=""60mm""),1,"""")"
JY,60mm Idle White,"=IF(AND(OR('Assembly(b)'!G11=""White"",'Assembly(b)'!J11=""N/A""),(OR(AND('Assembly(b)'!F11=""Chain Winder"",'Assembly(b)'!E11=""60mm""),'Job Sheet'!AR11=""Acmeda External Motor"",'Job Sheet'!AR11=""Somfy External CBUS Motor"",'Job Sheet'!AR11=""Somfy External Remote Motor""))),1,IF(AND('Assembly(b)'!G11=""White"",(OR('Assembly(b)'!J11=""60mm Male - 60mm Idle"",'Assembly(b)'!J11=""60mm Idle - 60mm Male""))),1,""""))"
JZ,60mm Idle Black,"=IF(AND(OR('Assembly(b)'!G11=""Black"",'Assembly(b)'!J11=""N/A""),(OR(AND('Assembly(b)'!F11=""Chain Winder"",'Assembly(b)'!E11=""60mm""),'Job Sheet'!AR11=""Acmeda External Motor"",'Job Sheet'!AR11=""Somfy External CBUS Motor"",'Job Sheet'!AR11=""Somfy External Remote Motor""))),1,IF(AND('Assembly(b)'!G11=""Black"",(OR('Assembly(b)'!J11=""60mm Male - 60mm Idle"",'Assembly(b)'!J11=""60mm Idle - 60mm Male""))),1,""""))"
KA,60mm Tube Adaptor White,"=IF(SUM(JW5,JY5)=0,"""",SUM(JW5,JY5))"
KB,60mm Tube Adaptor Black,"=IF(SUM(JX5,JZ5)=0,"""",SUM(JX5,JZ5))"
KC,60mm Chain Winder Bracket White,"=IF('Tube Cutting'!J11<>""Zipscreen Hooding"",JW5,"""")"
KD,60mm Chain Winder Bracket Black,"=IF('Tube Cutting'!J11<>""Zipscreen Hooding"",JX5,"""")"
KE,60mm Idle Bracket White,=JY5
KF,60mm Idle Bracket Black,=JZ5
KG,Chain Safe,"=IF(D5="""","""",IF(OR(Bagging!F11=""Yes - Attach"",Bagging!F11=""Yes""),1,""""))"
KH,Stopper Balls,"=IF(OR(KG5="""",D5=""""),"""",2)"
KI,Acmeda E6 Motor,"=IF('Assembly(b)'!F11=""Acmeda E6 Motor"",1,"""")"
KJ,Acmeda M6 Motor,"=IF('Assembly(b)'!F11=""Acmeda M6 Motor"",1,"""")"
KK,Acmeda 0.7nm 12v Motor,"=IF('Assembly(b)'!F11=""0.7nm 12v Acmeda Motor"",1,"""")"
KL,Acmeda 1.1nm 12v Motor,"=IF('Assembly(b)'!F11=""1.1nm 12v Acmeda Motor"",1,"""")"
KM,Acmeda 2nm 12v Motor,"=IF('Assembly(b)'!F11=""2nm 12v Acmeda Motor"",1,"""")"
KN,Acmeda 6nm 12v Motor,"=IF('Assembly(b)'!F11=""Acmeda 12v 6nm Motor"",1,"""")"
KO,Acmeda 10nm 12v Motor,"=IF('Assembly(b)'!F11=""Acmeda 10nm 12v Motor"",1,"""")"
KP,Acmeda FT 15Nm Motor,"=IF('Assembly(b)'!F11=""Acmeda FT 15Nm Motor"",1,"""")"
KQ,Acmeda 1.1nm 12v DCRF Motor,"=IF('Assembly(b)'!F11=""1.1nm 12v Acmeda DCRF Motor"",1,"""")"
KR,Acmeda 2nm 12v DCRF Motor,"=IF('Assembly(b)'!F11=""2nm 12v Acmeda DCRF Motor"",1,"""")"
KS,Sonesse 40 RTS 3/30 with Inline Connector Motor,"=IF('Assembly(b)'!F11=""Sonesse 40 RTS 3/30 with Inline Connector Motor"",1,"""")"
KT,Sonesse 40 WT 3/30 with Inline Connector Motor,"=IF('Assembly(b)'!F11=""Sonesse 40 WT 3/30 with Inline Connector Motor"",1,"""")"
KU,Somfy 12v Remote Sonesse Motor,"=IF('Assembly(b)'!F11=""Somfy 12v Remote Sonesse Motor"",1,"""")"
KV,Sonesse 50 RTS 6/17 RH Motor,"=IF('Assembly(b)'!F11=""Sonesse 50 RTS 6/17 RH Motor"",1,"""")"
KW,Sonesse 50 WT 10/28 Motor,"=IF('Assembly(b)'!F11=""Sonesse 50 WT 10/28 Motor"",1,"""")"
KX,Becker P4-30-C12A Motor,"=IF('Assembly(b)'!F11=""Becker P4-30-C12A Motor"",1,"""")"
KY,Becker cBus Motor,"=IF('Assembly(b)'!F11=""Becker cBus Motor"",1,"""")"
KZ,Becker R20-17-C12A Motor,"=IF('Assembly(b)'!F11=""Becker R20-17-C12A Motor"",1,"""")"
LA,Becker External cBus Motor,"=IF('Assembly(b)'!F11=""Becker cBus Motor"",1,"""")"
LB,Becker Molex Connection,"=IF(SUM(KX5,KY5,KZ5,LA5)=0,"""",SUM(KX5,KY5,KZ5,LA5))"
LC,Acmeda 1.1nm 12v Motor Crown & Drive Kit(43mm),"=IF(SUM(KK5,KL5,KQ5)=0,"""",SUM(KK5,KL5,KQ5))"
LD,Acmeda 2nm 12v Motor Crown & Drive Kit(43mm),"=IF(SUM(KM5,KR5)=0,"""",SUM(KM5,KR5))"
LE,Acmeda 6nm 12v Motor Crown & Drive Kit,=KN5
LF,Acmeda 10nm 12v Motor Crown 60mm Tube,"=IF(P5="""","""",KO5)"
LG,Acmeda 10nm 12v Motor Crown 80mm Tube,"=IF(Q5="""","""",KQ5)"
LH,Acmeda 10nm 12v Motor Drive Wheel 60/80mm Tube,"=IF(KO5="""","""",IF(OR('Tube Cutting'!C11=""60mm"",'Tube Cutting'!C11=""80mm""),SUM(KO5,KP5),""""))"
LI,M40 Universal Disc Adaptor,"=IF(SUM(KS5,KT5,KX5,KY5)=0,"""",SUM(KS5,KT5,KX5,KY5))"
LJ,M50 Universal Disc Adaptor,"=IF(SUM(KO5)=0,"""",SUM(KO5))"
LK,Acmeda 6nm Motor Head Plate,=KN5
LL,Automate Motor Head Adaptor,"=IF(SUM(KO5,KP5)=0,"""",SUM(KO5,KP5))"
LM,Automate 60mm Crown,"=IF(SUM(KN5,KO5)=0,"""",SUM(KN5,KO5))"
LN,Automate 60mm Drive,"=IF(SUM(KN5,KO5)=0,"""",SUM(KN5,KO5))"
LO,Acmeda 10nm 12v Motor Adaptor  -White,"=IF(KO5=1,1,"""")"
LP,Automate FT Motor Adaptor Set  - Black,"=IF(AND(KP5=1,'Job Sheet'!BE11=""Black""),1,"""")"
LQ,Automate FT Motor Adaptor Set - White,"=IF(AND(KP5=1,'Job Sheet'!BE11=""White""),1,"""")"
LR,Somfy 43mm 12v Crown & Drive,"=IF(KU5=1,1,"""")"
LS,Somfy 40 Crown,"=IF(SUM(KS5,KT5)=0,"""",SUM(KS5,KT5))"
LT,Somfy 40 Drive,"=IF(SUM(KS5,KT5)=0,"""",SUM(KS5,KT5))"
LU,Somfy 50 Crown 60mm Tube,"=IF(P5="""","""",SUM(KV5,KW5))"
LV,Somfy50 Crown 80mm Tube,"=IF(Q5="""","""",SUM(KV5,KW5))"
LW,Somfy 50 Drive 60mm/80mm Tube,"=IF(OR('Tube Cutting'!C11=""60mm"",'Tube Cutting'!C11=""80mm""),SUM(KV5,KW5),"""")"
LX,M50 Somfy/Becker Motor Head Adaptor Set,=KV5
LY,M50 Somfy Motor Head Adaptor Plate,=KV5
LZ,Universal Zamack Bracket,=KW5
MA,Becker 40 Crown,"=IF(SUM(KX5,KY5)=0,"""",SUM(KX5,KY5))"
MB,Becker 40 Drive,"=IF(SUM(KX5,KY5)=0,"""",SUM(KX5,KY5))"
MC,Becker M50 Drive Wheel 60mm Tube,"=IF(SUM(KZ5,LA5)=0,"""",SUM(KZ5,LA5))"
MD,Becker M50 Crown 60mm Tube,"=IF(SUM(KZ5,LA5)=0,"""",SUM(KZ5,LA5))"
ME,M50 Somfy/Becker Motor Head Adaptor Set,"=IF(SUM(KZ5,LA5)=0,"""",SUM(KZ5,LA5))"
MF,Pulse Pro Automation Hub,"=IF('Job Sheet'!N11=""Pulse Pro Automation Hub"",1,"""")"
MG,Acmeda Solar Panel,"=IF('Job Sheet'!N11=""Solar Panel"",1,"""")"
MH,Acmeda Charging Cable,"=IF(AND('Job Sheet'!N11=""12v Wall Charger with 4m USB Cable"",KN5="""",KO5=""""),1,"""")"
MI,Acmeda 3nm & 10nm Charging Cable,"=IF(Bagging!I11=""12v Wall Charger with Cable to suit 3nm Motor"",1,"""")"
MJ,210mm Extension Charging Cable,"=IF(OR('Job Sheet'!N11=""210mm Extension Charging Cable"",AND(bpLOOKUP(Data!$AV11,""CONTROLS"",CustOrdOpt,6,FALSE)=""Acmeda 12v Motor"",OL5=1)),1,"""")"
MK,1200mm Extension Charging Cable,"=IF('Job Sheet'!N11=""1200mm Extension Charging Cable"",1,"""")"
ML,1 Channel Dry Contact Relay Module,"=IF('Job Sheet'!N11=""1 Channel Dry Contact Relay Module"",1,"""")"
MM,USB Repeater,"=IF('Job Sheet'!N11=""USB Repeater"",1,"""")"
MN,Acmeda External Battery for DCRF Motors,"=IF(OR('Assembly(b)'!F11=""1.1nm 12v Acmeda DCRF Motor"",'Assembly(b)'!F11=""2nm 12v Acmeda DCRF Motor""),1,"""")"
MO,Acmeda Power Panel for DCRF Motors,"=IF('Job Sheet'!N11=""DC Panel"",1,"""")"
MP,12v Motor Covers White,"=IF(AND(bpLOOKUP(Data!$AV11,""CONTROLS"",CustOrdOpt,6,FALSE)=""Acmeda 12v Motor"",Bagging!G11=""White""),1,"""")"
MQ,12v Motor Covers Black,"=IF(AND(bpLOOKUP(Data!$AV11,""CONTROLS"",CustOrdOpt,6,FALSE)=""Acmeda 12v Motor"",Bagging!G11=""Black""),1,"""")"
MR,Acmeda 1 Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda 1 Channel White Remote"",1,"""")"
MS,Acmeda 1 Channel Black Remote,"=IF('Job Sheet'!R11=""Acmeda 1 Channel Black Remote"",1,"""")"
MT,Acmeda 5 Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda 5 Channel White Remote"",1,"""")"
MU,Acmeda 5 Channel Black Remote,"=IF('Job Sheet'!R11=""Acmeda 5 Channel Black Remote"",1,"""")"
MV,Acmeda 15 Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda 15 Channel White Remote"",1,"""")"
MW,Acmeda 15 Channel Black Remote,"=IF('Job Sheet'!R11=""Acmeda 15 Channel Black Remote"",1,"""")"
MX,Acmeda Wall Mounted Single Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda Wall Mounted Single Channel White Remote"",1,"""")"
MY,Acmeda Wall Mounted 2 Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda Wall Mounted 2 Channel White Remote"",1,"""")"
MZ,Acmeda Wall Mounted 5 Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda Wall Mounted 5 Channel White Remote"",1,"""")"
NA,Acmeda Wall Mounted 15 Channel White Remote,"=IF('Job Sheet'!R11=""Acmeda Wall Mounted 15 Channel White Remote"",1,"""")"
NB,Acmeda Push Pro White Remote,"=IF('Job Sheet'!R11=""Acmeda Push Pro White Remote"",""1"","""")"
NC,Acmeda Push Pro Black Remote,"=IF('Job Sheet'!R11=""Acmeda Push Pro Black Remote"",""1"","""")"
ND,Acmeda Push Pro Charging Cable,"=IF(OR('Job Sheet'!R11=""Acmeda Push Pro White Remote with Charger"",'Job Sheet'!R11=""Acmeda Push Pro Black Remote with Charger""),1,"""")"
NE,Acmeda Wall Block,=ND5
NF,Somfy Single Channel White Remote,"=IF('Job Sheet'!R11=""Somfy Single Channel White Remote"",1,"""")"
NG,Somfy Single Channel Silver Remote,"=IF('Job Sheet'!R11=""Somfy Single Channel Silver Remote"",1,"""")"
